"DOI","Link","Author Keywords","Index Keywords"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034778774&partnerID=40&md5=7a44f9eeca80f070a91a48be35ecc5a4","Binocular vision; License Plate Reader LPR; Optical Character Recognition OCR; Video Enforcement Systems; Video tracking","Binocular vision; Computer peripheral equipment; Computer simulation; Computer vision; Distributed computer systems; Feature extraction; Interfaces (computer); License plates (automobile); Optical character recognition; Pattern matching; Spatial variables measurement; Three dimensional computer graphics; License plate reading; License plate tracking; Speed measurement; Speed vision; Video enforcement system; Video tracking; Highway traffic control"
"10.3141/1818-04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036973485&doi=10.3141%2f1818-04&partnerID=40&md5=e1b6519c22e6497c5d69c1ab9cbf5055","","Accident prevention; Highway traffic control; Law enforcement; Laws and legislation; Optical radar; Speed control; Video cameras; Wireless telecommunication systems; Automated speed enforcement system; Remote speed enforcement; Work zones; Highway accidents"
"10.1109/MAP.2004.1374099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644237823&doi=10.1109%2fMAP.2004.1374099&partnerID=40&md5=a2d7be3fb5c689ae4cec00c166f17740","Antenna radiation patterns; Doppler radar; Radar antennas; Radar cross sections; Radar measurements; Radar velocity measurement","Algorithms; Antenna lobes; Calculations; Radar antennas; Radar cross section; Radar measurement; Signal interference; Velocity measurement; Radar beam pattern; Sidelobe; Speed error; Target aspect dependent radar cross section; Doppler radar"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-11744288735&partnerID=40&md5=89810a7450f26235ab6e7cf70641216f","",""
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893549084&partnerID=40&md5=9abb99f364c21cd6333e626cf32caff7","","Highway accidents; Law enforcement; Traffic control; Accident situation; Dense traffics; Mobile speed; Multi-lane highway; New devices; Real traffic; Reference systems; Spectra's; Speed limit; Traffic enforcement; Speed"
"10.1016/j.aap.2005.03.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19944410883&doi=10.1016%2fj.aap.2005.03.017&partnerID=40&md5=1fc297cc36339ccd1a5911f81a1df195","Regression-to-mean; Road safety; Safety cameras; Speed management; Trend in risk","Accidents, Traffic; Automobile Driving; Great Britain; Humans; Law Enforcement; Models, Statistical; Photography; Accident prevention; Automobile drivers; Computer aided analysis; Database systems; Highway accidents; Information analysis; Mathematical models; article; car driving; comparative study; evaluation; human; instrumentation; law enforcement; legal aspect; methodology; photography; statistical model; statistics; traffic accident; United Kingdom; Regression-to-mean; Road safety; Safety cameras; Speed management; Trend in risk; Cameras"
"10.1061/40503(277)7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033698312&doi=10.1061%2f40503%28277%297&partnerID=40&md5=95f0aad006e331a31151c80f44fb70ac","Accident prevention; Cameras; New Zealand; Traffic safety; Traffic speed","Accident prevention; Cameras; Highway accidents; Motor transportation; Roads and streets; Laws and legislation; Regulatory compliance; Speed control; Accident rate; Before and after; New zealand; Road safety; Speed cameras; Speed limit; Traffic safety; Traffic speed; Law enforcement; Speed limits; Speed; Motor transportation"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744525093&partnerID=40&md5=6ccf48604712e49c9eb766f46baa50f0","","Engineering research; Highway systems; Intelligent vehicle highway systems; Motor transportation; Project management; Arizona Highways; Arizona Transportation Research Center (CO); Empirical Bayes method; Photo speed enforcement freeways; Research projects; Roads and streets"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-49049111157&partnerID=40&md5=8e7f50a1222e43ad5da3a5c77335053e","","Cameras; Highway administration; Imaging techniques; Photography; Vehicles; Federal Highway Administration; Institute of Transportation Engineers; License plates; Motor vehicle crashes; Red light; Technical conferences; License plates (automobile)"
"10.3141/1693-08","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033225455&doi=10.3141%2f1693-08&partnerID=40&md5=c5a568e104e17f37a135ff5b58b05cba","","Accident prevention; Highway accidents; Intersections; Laws and legislation; Traffic signals; Red light photo enforcement programs; Highway traffic control"
"10.1016/j.jsr.2007.01.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347370483&doi=10.1016%2fj.jsr.2007.01.008&partnerID=40&md5=b4781e3aa104129b093eb311d72139c4","Driver behavior; Driving assistance systems; Logistic regression; Photo enforcement camera; Red light violation","Adolescent; Adult; Aged; Automobile Driving; Behavior; California; Female; Humans; Law Enforcement; Male; Middle Aged; Urban Population; Alarm systems; Cameras; Data acquisition; adolescent; adult; aged; article; behavior; car driving; female; human; law enforcement; legal aspect; male; middle aged; statistics; United States; urban population; Driver assistance system; Driver behavior; Off-peak time; Red light photo enforcement cameras; Traffic-volume intersections; Behavioral research"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898466687&partnerID=40&md5=4f87eeddc79fef66d3b667b9e52fa256","","Accident prevention; Cameras; Damage detection; Driver training; Emergency services; Highway accidents; Human engineering; Tools; Driver behaviour; Enforcement strategy; Intersection safety; Public awareness campaign; Red-light cameras; Red-light running; Safety performance function; Traffic collisions; Traffic control"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649108000&partnerID=40&md5=91de82e74ff6d91676ce7b3036757cf1","","Law enforcement; Road and street markings; Smart cards; Speed control; Surveys; Driver acceptance; Police enforcement; Road marking; Specific speed; Speed limit; Speed management; Variable speed limits; Vehicle types; Warning systems; Speed"
"10.1080/00028899908984500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033396093&doi=10.1080%2f00028899908984500&partnerID=40&md5=18189d6b6e0284de9b9ccbccb4e10cd9","Nonionizing radiation; Police officers; Radar","article; eye; microwave radiation; occupational exposure; police; safety; telecommunication; testis"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959510798&partnerID=40&md5=6113061c80892fe803a7156b5c6f8843","Automated enforcement; Network-centric deterrence; Speed cameras; Speed limit violation; Travel speed",""
"10.1680/itran.1999.31375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032676275&doi=10.1680%2fitran.1999.31375&partnerID=40&md5=83a478a002efa6efeff33aec92ed2cb9","Roads & highways; Safety & hazards; Traffic engineering","Accident prevention; Cameras; Laws and legislation; Regulatory compliance; Street traffic control; Speed cameras; Speed limits; Traffic engineering; Highway traffic control"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028749180&partnerID=40&md5=f599b800afff364d2e398c78a655c420","","Construction; Highway engineering; Highway traffic control; Maintenance; Radar; Risk assessment; Roads and streets; Specifications; Speed control; Crash risk; Radar detectors; Radar drone operation; Roadway alignment; Speed measurement; Work zones; Highway accidents"
"10.1016/0001-4575(94)00083-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029353989&doi=10.1016%2f0001-4575%2894%2900083-X&partnerID=40&md5=9dd343b256b16864351653416a3c9211","Automated speed enforcement devices (ASEDs); Michigan; Opinions; Policies; Survey","Automation; Automobile Driving; Crime; Human; Michigan; Police; Public Opinion; Public Policy; Questionnaires; Support, Non-U.S. Gov't; Support, U.S. Gov't, Non-P.H.S.; article; automation; car driving; crime; human; legal aspect; police; policy; psychological aspect; public opinion; questionnaire; United States"
"10.1016/0001-4575(94)90052-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028672031&doi=10.1016%2f0001-4575%2894%2990052-3&partnerID=40&md5=e73af851abb15097d4b8545e0dfdf92e","","Automobile Driving; Evaluation Studies; Human; Netherlands; Police; Support, Non-U.S. Gov't; Accident prevention; Automobile drivers; Laws and legislation; Personnel; Risks; Roads and streets; Speed; Surveys; Driving speed; Law enforcement; Motorways; Police force personnel; article; car driving; human; legal aspect; Netherlands; police; Highway accidents"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025413090&partnerID=40&md5=ec4491cef10865158effd0c608b79417","","Cars; Electric Traction; Railroad Rolling Stock--maintenance; Rails--Maintenance; Rapid Transit; Asphalt Railroad Trackbed System; Diesel Electric Locomotives; EIREV; Freight Car Railroad Trucks; Monobeam Transit; Rail Corrugation; Railroad Plant and Structures"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031270734&partnerID=40&md5=4d4abba886f971183a84b8ea17ad108c","","Accident prevention; Highway accidents; Highway traffic control; Laws and legislation; Motor transportation; Public policy; Strategic planning; Speed limits; Speeding enforcement activities; Highway administration"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020751904&partnerID=40&md5=8728c2aff4333a47520ff354469a4b39","","WELDING, ELECTRIC - Protective Atmospheres; Welding, Gas"
"10.1016/0001-4575(82)90038-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020173469&doi=10.1016%2f0001-4575%2882%2990038-0&partnerID=40&md5=fce58790d15b1222ecaf357e21f7eeb3","","HUMAN ENGINEERING - Behavioral Research; controlled study; human; human experiment; normal human; traffic medicine; SPEED-LAW ENFORCEMENT; HIGHWAY TRAFFIC CONTROL"
"10.1016/0001-4575(94)90068-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028372378&doi=10.1016%2f0001-4575%2894%2990068-X&partnerID=40&md5=20cfa74566b640b6521622b3bec087ea","","Accidents, Traffic; Human; Models, Statistical; Police; Regression Analysis; Safety; Support, Non-U.S. Gov't; United States; Accident prevention; Analysis; Behavioral research; Laws and legislation; Regression analysis; Risk assessment; article; human; legal aspect; mortality; police; regression analysis; safety; statistical model; traffic accident; United States; Highway patrol resource transfer; Motor vehicle crash fatalities; Regression models; Rural interstate highways; Statewide fatality rates; System-wide speed limit effects; Highway accidents"
"10.2514/3.4346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007713198&doi=10.2514%2f3.4346&partnerID=40&md5=b385706784672e41af2347a02d48212f","",""
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025413097&partnerID=40&md5=cad190008c9877cf52eb83d5504c0023","","Automatic Train Control; Railroad Signals and Signaling; Railroads; Automatic Speed Enforcement Systems; Trains; Railroad Transportation"
"10.3141/1595-03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345744028&doi=10.3141%2f1595-03&partnerID=40&md5=44009df6dfa9daca94b173909239b69e","",""
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022269859&partnerID=40&md5=c59a7bf76c0ee85f02d28395091c46c5","","CONCRETE TESTING - Impact; STRESSES - Analysis; BEAM CRACK PATTERNS; DYNAMIC FINITE STRIP METHOD; IMPACT TESTING APPARATUS; REINFORCED CONCRETE (RC) BEAMS STRESSES; REINFORCING STEEL BAR STRESS DISTRIBUTION; TRANSIENT STRAIN RECORDS; BEAMS AND GIRDERS"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027727585&partnerID=40&md5=9a5cf951ae3e9cf33f3a7b7658899dd3","","Health Personnel; Human; Occupational Exposure; Tuberculosis; United States; United States Occupational Safety and Health Administration; article; disease transmission; government; health care personnel; human; legal aspect; occupational exposure; tuberculosis; United States"
"10.1111/j.1465-7295.1997.tb02037.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031532258&doi=10.1111%2fj.1465-7295.1997.tb02037.x&partnerID=40&md5=c6a7fdc83a26a7e5b479b1fb0193d67e","",""
"10.3141/1560-09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030282033&doi=10.3141%2f1560-09&partnerID=40&md5=3d5195162a9314fb0058a9a11f63cf78","","Accidents; Intersections; Management; Speed; Vehicles; Automatic speed management; Road network; Speed limit; Speed warnings; Speed control"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021616512&partnerID=40&md5=dae5d6f101710313ff152d520c131b76","","CONCRETE CONSTRUCTION - Reinforced Concrete; CONCRETE TESTING - Impact; BEAM DISPLACEMENT MEASUREMENTS; IMPACT LOAD TESTING; REINFORCED CONCRETE STRUCTURES; STRESS WAVE PROPAGATION; STRUCTURAL SAFETY; BEAMS AND GIRDERS"
"10.1177/036354659602400623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029829739&doi=10.1177%2f036354659602400623&partnerID=40&md5=0a83ed8b506abe75ce4799642e0c1b16","","adolescent; adult; anthropometry; arm blood flow; artery blood flow; artery compression; article; axillary artery; baseball; human; human experiment; male; normal human; priority journal; sports medicine; subclavian artery; vein blood flow"
"10.1063/1.1718123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744786226&doi=10.1063%2f1.1718123&partnerID=40&md5=8192639233c526ee4045213187f390de","",""
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17144471042&partnerID=40&md5=2f9338ab956880cc1ecdc9389f4dbb58","","Automation; Computers; Control systems; Database systems; Freight transportation; Installation; Local area networks; Mass transportation; Railroad crossings; Railroad tracks; Railroad transportation; Transportation routes; Cab signals; Data transceivers; Digital data radio; Incremental train control system; On board computer; Radio data links; Track circuits; Train protection; Railroad signal systems"
